date,currentcases,notreported,reported,incidences,hospital
2020-05-24,0.0,false,true,0.94395,3
2020-05-25,0.0,false,true,0.92215,3
2020-05-26,0.0,false,true,0.90055,3
2020-05-27,0.0,false,true,0.8791,3
2020-05-28,0.0,false,true,0.8578,3
2020-05-29,0.0,false,true,0.83675,3
2020-05-30,0.0,false,true,0.81605,3
2020-05-31,0.0,false,true,0.7959,3
2020-06-01,0.0,false,true,0.7765,3
2020-06-02,0.0,false,true,0.7581,3
2020-06-03,0.0,false,true,0.7409,3
2020-06-04,0.0,false,true,0.72515,3
2020-06-05,0.0,false,true,0.71115,3
2020-06-06,0.0,false,true,0.69895,3
2020-06-07,0.0,false,true,0.6888,3
2020-06-08,0.0,false,true,0.6807,3
2020-06-09,0.0,false,true,0.6747,3
2020-06-10,0.0,false,true,0.67085,3
2020-06-11,0.0,false,true,0.6692,3
2020-06-12,0.0,false,true,0.6698,3
2020-06-13,0.0,false,true,0.6726,3
2020-06-14,0.0,false,true,0.6777,3
2020-06-15,0.0,false,true,0.6852,3
2020-06-16,0.0,false,true,0.69505,3
2020-06-17,0.0,false,true,0.70735,3
2020-06-18,0.0,false,true,0.7222,3
2020-06-19,0.0,false,true,0.7397,3
2020-06-20,0.0,false,true,0.75995,3
2020-06-21,0.0,false,true,0.78315,3
2020-06-22,0.0,false,true,0.80945,3
2020-06-23,0.0,false,true,0.83915,3
2020-06-24,0.0,false,true,0.87245,3
2020-04-16,0.0,true,false,6.11995,4
2020-04-17,0.0,true,false,5.84895,4
2020-04-18,0.0,true,false,5.57195,4
2020-04-19,0.0,true,false,5.2932,4
2020-04-20,0.0,true,false,5.01595,4
2020-04-21,0.0,true,false,4.7428,4
2020-04-22,0.0,true,false,4.4756,4
2020-04-23,0.0,false,true,4.2159,4
2020-04-24,0.0,false,true,3.96505,4
2020-04-25,0.0,false,true,3.724,4
2020-04-26,0.0,false,true,3.4936,4
2020-04-27,0.0,false,true,3.27445,4
2020-04-28,0.0,false,true,3.067,4
2020-04-29,0.0,false,true,2.87145,4
2020-04-30,0.0,false,true,2.6879,4
2020-05-01,0.0,false,true,2.5163,4
2020-05-02,0.0,false,true,2.3567,4
2020-05-03,0.0,false,true,2.20875,4
2020-05-04,0.0,false,true,2.0723,4
2020-05-05,0.0,false,true,1.94695,4
2020-05-06,0.0,false,true,1.83245,4
2020-05-07,0.0,false,true,1.7284,4
2020-05-08,0.0,false,true,1.6342,4
2020-05-09,0.0,false,true,1.54925,4
2020-05-10,0.0,false,true,1.4729,4
2020-05-11,0.0,false,true,1.4044,4
2020-05-12,0.0,false,true,1.34315,4
2020-05-13,0.0,false,true,1.2885,4
2020-05-14,0.0,false,true,1.2397,4
2020-05-15,0.0,false,true,1.19615,4
2020-05-16,0.0,false,true,1.15725,4
2020-05-17,0.0,false,true,1.1225,4
2020-05-18,0.0,false,true,1.09115,4
2020-05-19,0.0,false,true,1.06265,4
2020-05-20,0.0,false,true,1.0364,4
2020-05-21,0.0,false,true,1.01195,4
2020-05-22,0.0,false,true,0.9886,4
2020-05-23,0.0,false,true,0.966,4
2020-05-24,0.0,false,true,0.94395,4
2020-05-25,0.0,false,true,0.92215,4
2020-05-26,0.0,false,true,0.90055,4
2020-05-27,0.0,false,true,0.8791,4
2020-05-28,0.0,false,true,0.8578,4
2020-05-29,0.0,false,true,0.83675,4
2020-05-30,0.0,false,true,0.81605,4
2020-05-31,0.0,false,true,0.7959,4
2020-06-01,0.0,false,true,0.7765,4
2020-06-02,0.0,false,true,0.7581,4
2020-06-03,0.0,false,true,0.7409,4
2020-06-04,0.0,false,true,0.72515,4
2020-06-05,0.0,false,true,0.71115,4
2020-06-06,0.0,false,true,0.69895,4
2020-06-07,0.0,false,true,0.6888,4
2020-06-08,0.0,false,true,0.6807,4
2020-06-09,0.0,false,true,0.6747,4
2020-06-10,0.0,false,true,0.67085,4
2020-06-11,0.0,false,true,0.6692,4
2020-06-12,0.0,false,true,0.6698,4
2020-06-13,0.0,false,true,0.6726,4
2020-06-14,0.0,false,true,0.6777,4
2020-06-15,0.0,false,true,0.6852,4
2020-06-16,0.0,false,true,0.69505,4
2020-06-17,0.0,false,true,0.70735,4
2020-06-18,0.0,false,true,0.7222,4
2020-06-19,0.0,false,true,0.7397,4
2020-06-20,0.0,false,true,0.75995,4
2020-06-21,0.0,false,true,0.78315,4
2020-06-22,0.0,false,true,0.80945,4
2020-06-23,0.0,false,true,0.83915,4
2020-06-24,0.0,false,true,0.87245,4
2020-04-16,0.0,false,true,10.0352,5
2020-04-17,0.0,false,true,9.5283,5
2020-04-18,0.0,false,true,9.0219,5
2020-04-19,0.0,false,true,8.523,5
2020-04-20,0.0,false,true,8.0371,5
2020-04-21,0.0,false,true,7.5678,5
2020-04-22,0.0,false,true,7.1173,5
2020-04-23,0.0,false,true,6.6871,5
2020-04-24,0.0,false,true,6.2781,5
2020-04-25,0.0,false,true,5.891,5
2020-04-26,0.0,false,true,5.5257,5
2020-04-27,0.0,false,true,5.1823,5
2020-04-28,0.0,false,true,4.8606,5
2020-04-29,0.0,false,true,4.5599,5
2020-04-30,0.0,false,true,4.2797,5
2020-05-01,0.0,false,true,4.0195,5
2020-05-02,0.0,false,true,3.7784,5
2020-05-03,0.0,false,true,3.5557,5
2020-05-04,0.0,false,true,3.3509,5
2020-05-05,0.0,false,true,3.1629,5
2020-05-06,0.0,false,true,2.9912,5
2020-05-07,0.0,false,true,2.8349,5
2020-05-08,0.0,false,true,2.6931,5
2020-05-09,0.0,false,true,2.5647,5
2020-05-10,0.0,false,true,2.4486,5
2020-05-11,0.0,false,true,2.3437,5
2020-05-12,0.0,false,true,2.249,5
2020-05-13,0.0,false,true,2.1634,5
2020-05-14,0.0,false,true,2.086,5
2020-05-15,0.0,false,true,2.0157,5
2020-05-16,0.0,false,true,1.9516,5
2020-05-17,0.0,false,true,1.8929,5
2020-05-18,0.0,false,true,1.8386,5
2020-05-19,0.0,false,true,1.788,5
2020-05-20,0.0,false,true,1.74,5
2020-05-21,0.0,false,true,1.6938,5
2020-05-22,0.0,false,true,1.6488,5
2020-05-23,0.0,false,true,1.6043,5
2020-05-24,0.0,false,true,1.5599,5
2020-05-25,0.0,false,true,1.5155,5
2020-05-26,0.0,false,true,1.4708,5
2020-05-27,0.0,false,true,1.4258,5
2020-05-28,0.0,false,true,1.3807,5
2020-05-29,0.0,false,true,1.3355,5
2020-05-30,0.0,false,true,1.2905,5
2020-05-31,0.0,false,true,1.2461,5
2020-06-01,0.0,false,true,1.2025,5
2020-06-02,0.0,false,true,1.1601,5
2020-06-03,0.0,false,true,1.1194,5
2020-06-04,0.0,false,true,1.0807,5
2020-06-05,0.0,false,true,1.0444,5
2020-06-06,0.0,false,true,1.0107,5
2020-06-07,0.0,false,true,0.9798,5
2020-06-08,0.0,false,true,0.9517,5
2020-06-09,0.0,false,true,0.9266,5
2020-06-10,0.0,false,true,0.9045,5
2020-06-11,0.0,false,true,0.8854,5
2020-06-12,0.0,false,true,0.8694,5
2020-06-13,0.0,false,true,0.8564,5
2020-06-14,0.0,false,true,0.8465,5
2020-06-15,0.0,false,true,0.8397,5
2020-06-16,0.0,false,true,0.836,5
2020-06-17,0.0,false,true,0.8357,5
2020-06-18,0.0,false,true,0.8386,5
2020-06-19,0.0,false,true,0.8449,5
2020-06-20,0.0,false,true,0.8548,5
2020-06-21,0.0,false,true,0.8684,5
2020-06-22,0.0,false,true,0.8861,5
2020-06-23,0.0,false,true,0.9081,5
2020-06-24,0.0,false,true,0.9347,5
2020-04-16,0.0,false,true,1.8895,6
2020-04-17,0.0,false,true,1.7754,6
2020-04-18,0.0,false,true,1.6662,6
2020-04-19,0.0,false,true,1.5623,6
2020-04-20,0.0,false,true,1.4641,6
2020-04-21,0.0,false,true,1.37155,6
2020-04-22,0.0,false,true,1.2845,6
2020-04-23,0.0,false,true,1.2028,6
2020-04-24,0.0,false,true,1.1261,6
2020-04-25,0.0,false,true,1.05435,6
2020-04-26,0.0,false,true,0.9872,6
2020-04-27,0.0,false,true,0.9245,6
2020-04-28,0.0,false,true,0.86595,6
2020-04-29,0.0,false,true,0.8115,6
2020-04-30,0.0,false,true,0.7609,6
2020-05-01,0.0,false,true,0.71405,6
2020-05-02,0.0,false,true,0.6707,6
2020-05-03,0.0,false,true,0.6307,6
2020-05-04,0.0,false,true,0.594,6
2020-05-05,0.0,false,true,0.56045,6
2020-05-06,0.0,false,true,0.5298,6
2020-05-07,0.0,false,true,0.50205,6
2020-05-08,0.0,false,true,0.47695,6
2020-05-09,0.0,false,true,0.45435,6
2020-05-10,0.0,false,true,0.43405,6
2020-05-11,0.0,false,true,0.4158,6
2020-05-12,0.0,false,true,0.39945,6
2020-05-13,0.0,false,true,0.3848,6
2020-05-14,0.0,false,true,0.3717,6
2020-05-15,0.0,false,true,0.3599,6
2020-05-16,0.0,false,true,0.34925,6
2020-05-17,0.0,false,true,0.33955,6
2020-05-18,0.0,false,true,0.3307,6
2020-05-19,0.0,false,true,0.3225,6
2020-05-20,0.0,false,true,0.3147,6
2020-05-21,0.0,false,true,0.30725,6
2020-05-22,0.0,false,true,0.29985,6
2020-05-23,0.0,false,true,0.29255,6
2020-05-24,0.0,false,true,0.2852,6
2020-05-25,0.0,false,true,0.27765,6
2020-05-26,0.0,false,true,0.27,6
2020-05-27,0.0,false,true,0.26225,6
2020-05-28,0.0,false,true,0.2543,6
2020-05-29,0.0,false,true,0.2463,6
2020-05-30,0.0,false,true,0.23825,6
2020-05-31,0.0,false,true,0.2303,6
2020-06-01,0.0,false,true,0.2224,6
2020-06-02,0.0,false,true,0.21475,6
2020-06-03,0.0,false,true,0.2073,6
2020-06-04,0.0,false,true,0.2003,6
2020-06-05,0.0,false,true,0.1937,6
2020-06-06,0.0,false,true,0.18765,6
2020-06-07,0.0,false,true,0.1822,6
2020-06-08,0.0,false,true,0.17725,6
2020-06-09,0.0,false,true,0.17295,6
2020-06-10,0.0,false,true,0.16935,6
2020-06-11,0.0,false,true,0.1663,6
2020-06-12,0.0,false,true,0.16395,6
2020-06-13,0.0,false,true,0.1623,6
2020-06-14,0.0,false,true,0.1613,6
2020-06-15,0.0,false,true,0.16095,6
2020-06-16,0.0,false,true,0.16135,6
2020-06-17,0.0,false,true,0.1625,6
2020-06-18,0.0,false,true,0.1644,6
2020-06-19,0.0,false,true,0.1671,6
2020-06-20,0.0,false,true,0.17065,6
2020-06-21,0.0,true,false,0.1751,6
2020-06-22,0.0,false,true,0.18045,6
2020-06-23,0.0,false,true,0.1869,6
2020-06-24,0.0,false,true,0.1945,6
2020-04-16,0.0,false,true,8.12295,7
2020-04-17,0.0,false,true,7.9102,7
2020-04-18,0.0,false,true,7.6775,7
2020-04-19,0.0,false,true,7.42815,7
2020-04-20,0.0,false,true,7.16525,7
2020-04-21,0.0,false,true,6.89165,7
2020-04-22,0.0,false,true,6.6097,7
2020-04-23,0.0,false,true,6.32175,7
2020-04-24,1.0,false,true,6.0302,7
2020-04-25,0.0,false,true,5.7376,7
2020-04-26,0.0,false,true,5.44615,7
2020-04-27,0.0,false,true,5.15795,7
2020-04-28,0.0,false,true,4.8751,7
2020-04-29,0.0,false,true,4.59925,7
2020-04-30,0.0,false,true,4.3319,7
2020-05-01,0.0,false,true,4.0744,7
2020-05-02,0.0,false,true,3.82785,7
2020-05-03,0.0,false,true,3.59305,7
2020-05-04,0.0,false,true,3.3707,7
2020-05-05,0.0,false,true,3.1613,7
2020-05-06,0.0,false,true,2.96505,7
2020-05-07,0.0,false,true,2.78215,7
2020-05-08,0.0,false,true,2.61245,7
2020-05-09,0.0,false,true,2.45555,7
2020-05-10,0.0,false,true,2.31095,7
2020-05-11,0.0,false,true,2.17805,7
2020-05-12,0.0,false,true,2.0562,7
2020-05-13,0.0,false,true,1.94475,7
2020-05-14,0.0,false,true,1.84295,7
2020-05-15,0.0,false,true,1.74995,7
2020-05-16,0.0,false,true,1.66505,7
2020-05-17,0.0,false,true,1.5875,7
2020-05-18,0.0,false,true,1.5165,7
2020-05-19,0.0,false,true,1.4512,7
2020-05-20,0.0,false,true,1.3908,7
2020-05-21,0.0,false,true,1.3346,7
2020-05-22,0.0,false,true,1.2817,7
2020-05-23,0.0,false,true,1.2316,7
2020-05-24,0.0,false,true,1.18385,7
2020-05-25,0.0,false,true,1.1381,7
2020-05-26,0.0,false,true,1.094,7
2020-05-27,0.0,false,true,1.05145,7
2020-05-28,0.0,false,true,1.0103,7
2020-05-29,0.0,false,true,0.97055,7
2020-05-30,0.0,false,true,0.93225,7
2020-05-31,0.0,false,true,0.89545,7
2020-06-01,0.0,true,false,0.8603,7
2020-06-02,0.0,false,true,0.827,7
2020-06-03,0.0,false,true,0.7957,7
2020-06-04,0.0,false,true,0.76665,7
2020-06-05,0.0,false,true,0.73985,7
2020-06-06,0.0,false,true,0.7156,7
2020-06-07,0.0,false,true,0.6938,7
2020-06-08,0.0,false,true,0.6746,7
2020-06-09,0.0,false,true,0.6579,7
2020-06-10,0.0,false,true,0.64365,7
2020-06-11,0.0,false,true,0.6319,7
2020-06-12,0.0,false,true,0.6226,7
2020-06-13,0.0,false,true,0.61575,7
2020-06-14,0.0,false,true,0.6113,7
2020-06-15,0.0,true,false,0.6092,7
2020-06-16,0.0,false,true,0.60955,7
2020-06-17,0.0,false,true,0.6123,7
2020-06-18,0.0,false,true,0.6176,7
2020-06-19,0.0,false,true,0.6254,7
2020-06-20,0.0,false,true,0.63585,7
2020-06-21,0.0,false,true,0.64905,7
2020-06-22,0.0,false,true,0.6652,7
2020-06-23,0.0,false,true,0.68455,7
2020-06-24,0.0,false,true,0.70725,7
2020-04-16,0.0,false,true,8.12295,8
2020-04-17,0.0,false,true,7.9102,8
2020-04-18,0.0,false,true,7.6775,8
2020-04-19,0.0,false,true,7.42815,8
2020-04-20,0.0,false,true,7.16525,8
2020-04-21,0.0,false,true,6.89165,8
2020-04-22,0.0,false,true,6.6097,8
2020-04-23,1.0,false,true,6.32175,8
2020-04-24,1.0,false,true,6.0302,8
2020-04-25,0.0,false,true,5.7376,8
2020-04-26,0.0,false,true,5.44615,8
2020-04-27,0.0,false,true,5.15795,8
2020-04-28,0.0,false,true,4.8751,8
2020-04-29,0.0,false,true,4.59925,8
2020-04-30,0.0,false,true,4.3319,8
2020-05-01,2.0,false,true,4.0744,8
2020-05-02,1.0,false,true,3.82785,8
2020-05-03,1.0,false,true,3.59305,8
2020-05-04,1.0,false,true,3.3707,8
2020-05-05,0.0,false,true,3.1613,8
2020-05-06,0.0,false,true,2.96505,8
2020-05-07,0.0,false,true,2.78215,8
2020-05-08,0.0,false,true,2.61245,8
2020-05-09,0.0,false,true,2.45555,8
2020-05-10,0.0,false,true,2.31095,8
2020-05-11,0.0,false,true,2.17805,8
2020-05-12,0.0,false,true,2.0562,8
2020-05-13,0.0,false,true,1.94475,8
2020-05-14,0.0,false,true,1.84295,8
2020-05-15,0.0,false,true,1.74995,8
2020-05-16,0.0,false,true,1.66505,8
2020-05-17,0.0,false,true,1.5875,8
2020-05-18,0.0,false,true,1.5165,8
2020-05-19,0.0,false,true,1.4512,8
2020-05-20,0.0,false,true,1.3908,8
2020-05-21,0.0,false,true,1.3346,8
2020-05-22,0.0,false,true,1.2817,8
2020-05-23,0.0,false,true,1.2316,8
2020-05-24,0.0,false,true,1.18385,8
2020-05-25,0.0,false,true,1.1381,8
2020-05-26,0.0,false,true,1.094,8
2020-05-27,0.0,false,true,1.05145,8
2020-05-28,0.0,false,true,1.0103,8
2020-05-29,0.0,false,true,0.97055,8
2020-05-30,1.0,false,true,0.93225,8
2020-05-31,1.0,false,true,0.89545,8
2020-06-01,1.0,true,false,0.8603,8
2020-06-02,0.0,false,true,0.827,8
2020-06-03,0.0,false,true,0.7957,8
2020-06-04,0.0,false,true,0.76665,8
2020-06-05,0.0,false,true,0.73985,8
2020-06-06,0.0,false,true,0.7156,8
2020-06-07,0.0,false,true,0.6938,8
2020-06-08,0.0,false,true,0.6746,8
2020-06-09,0.0,false,true,0.6579,8
2020-06-10,0.0,false,true,0.64365,8
2020-06-11,0.0,false,true,0.6319,8
2020-06-12,0.0,false,true,0.6226,8
2020-06-13,0.0,false,true,0.61575,8
2020-06-14,0.0,false,true,0.6113,8
2020-06-15,0.0,false,true,0.6092,8
2020-06-16,0.0,false,true,0.60955,8
2020-06-17,1.0,false,true,0.6123,8
2020-06-18,1.0,false,true,0.6176,8
2020-06-19,1.0,false,true,0.6254,8
2020-06-20,1.0,false,true,0.63585,8
2020-06-21,1.0,false,true,0.64905,8
2020-06-22,1.0,false,true,0.6652,8
2020-06-23,0.0,false,true,0.68455,8
2020-06-24,0.0,false,true,0.70725,8
2020-04-16,1.0,false,true,5.245,9
2020-04-17,1.0,false,true,4.9807,9
2020-04-18,1.0,true,false,4.71665,9
2020-04-19,1.0,false,true,4.4565,9
2020-04-20,1.0,true,false,4.203,9
2020-04-21,1.0,false,true,3.9581,9
2020-04-22,1.0,false,true,3.72295,9
2020-04-23,1.0,false,true,3.4983,9
2020-04-24,1.0,false,true,3.2847,9
2020-04-25,1.0,false,true,3.08245,9
2020-04-26,1.0,false,true,2.89155,9
2020-04-27,1.0,false,true,2.71205,9
2020-04-28,1.0,false,true,2.5438,9
2020-04-29,1.0,false,true,2.38655,9
2020-04-30,1.0,true,false,2.24,9
2020-05-01,1.0,false,true,2.10385,9
2020-05-02,1.0,false,true,1.9777,9
2020-05-03,1.0,false,true,1.8612,9
2020-05-04,1.0,false,true,1.75395,9
2020-05-05,1.0,false,true,1.6556,9
2020-05-06,1.0,false,true,1.5657,9
2020-05-07,1.0,false,true,1.48385,9
2020-05-08,1.0,false,true,1.40965,9
2020-05-09,1.0,false,true,1.34245,9
2020-05-10,1.0,false,true,1.2817,9
2020-05-11,1.0,false,true,1.22685,9
2020-05-12,1.0,false,true,1.17725,9
2020-05-13,1.0,false,true,1.1325,9
2020-05-14,1.0,false,true,1.09195,9
2020-05-15,1.0,false,true,1.05515,9
2020-05-16,1.0,true,false,1.02165,9
2020-05-17,1.0,false,true,0.9909,9
2020-05-18,1.0,false,true,0.96255,9
2020-05-19,1.0,false,true,0.93605,9
2020-05-20,0.0,false,true,0.911,9
2020-05-21,0.0,true,false,0.88685,9
2020-05-22,0.0,false,true,0.86335,9
2020-05-23,0.0,false,true,0.84005,9
2020-05-24,0.0,false,true,0.81685,9
2020-05-25,0.0,false,true,0.7936,9
2020-05-26,0.0,false,true,0.7702,9
2020-05-27,0.0,false,true,0.7467,9
2020-05-28,0.0,false,true,0.72305,9
2020-05-29,0.0,false,true,0.6994,9
2020-05-30,0.0,false,true,0.6759,9
2020-05-31,0.0,false,true,0.6526,9
2020-06-01,0.0,false,true,0.6298,9
2020-06-02,0.0,false,true,0.60765,9
2020-06-03,0.0,false,true,0.58635,9
2020-06-04,0.0,false,true,0.5661,9
2020-06-05,0.0,false,true,0.54705,9
2020-06-06,0.0,false,true,0.52945,9
2020-06-07,0.0,false,true,0.51325,9
2020-06-08,0.0,false,true,0.4986,9
2020-06-09,0.0,false,true,0.4855,9
2020-06-10,0.0,false,true,0.47395,9
2020-06-11,0.0,false,true,0.464,9
2020-06-12,0.0,false,true,0.45565,9
2020-06-13,0.0,true,false,0.4489,9
2020-06-14,0.0,false,true,0.44375,9
2020-06-15,0.0,false,true,0.4403,9
2020-06-16,0.0,false,true,0.43845,9
2020-06-17,0.0,false,true,0.4383,9
2020-06-18,0.0,false,true,0.43995,9
2020-06-19,0.0,false,true,0.4434,9
2020-06-20,0.0,false,true,0.4487,9
2020-06-21,0.0,false,true,0.456,9
2020-06-22,0.0,false,true,0.4654,9
2020-06-23,0.0,false,true,0.4771,9
2020-06-24,0.0,false,true,0.49125,9
2020-04-16,1.0,false,true,20.8074,10
2020-04-17,1.0,false,true,19.7584,10
2020-04-18,1.0,true,false,18.71015,10
2020-04-19,1.0,false,true,17.6774,10
2020-04-20,1.0,false,true,16.67125,10
